variable,Aggr,value ,Times [min],x [km],y [km],z [km],Experiment
Precipitation,mean r>0,0.03099999949336052,50,62,74,,354
Precipitation,max r>0,3.7339999675750732,65,68,74,,354
W,P90,0.108,55,62,74,11.0,355
W,P10,-0.114,160,114,24,5.0,355
W,mean W>0,0.13099999725818634,225,72,72,13.0,355
W,mean W<0,-0.09600000083446503,55,88,84,0.0,355
Reflectivity,P90,-30.0,0,0,0,0.0,355
Reflectivity,mean r>0,24.084999084472656,235,114,56,9.0,355
Reflectivity,max r>0,59.02899932861328,145,56,54,5.0,355
Precipitation,P90,0.0,115,56,48,,355
Precipitation,mean r>0,1.2389999628067017,240,102,56,,355
Precipitation,max r>0,43.24599838256836,175,54,54,,355
W,P90,0.089,170,110,142,12.0,356
W,P10,-0.088,85,62,150,10.0,356
W,mean W>0,0.08500000089406967,40,94,58,8.0,356
W,mean W<0,-0.07000000029802322,155,108,134,13.0,356
Reflectivity,P90,-30.0,0,0,0,0.0,356
Reflectivity,mean r>0,21.507999420166016,170,86,54,8.0,356
Reflectivity,max r>0,58.32699966430664,105,58,60,5.0,356
Precipitation,P90,0.0,135,64,46,,356
Precipitation,mean r>0,0.8169999718666077,115,64,62,,356
Precipitation,max r>0,31.009000778198242,110,64,76,,356
W,P90,0.016,120,128,48,5.0,357
W,P10,-0.016,45,100,32,9.0,357
W,mean W>0,0.012000000104308128,170,144,38,14.0,357
W,mean W<0,-0.010999999940395355,220,24,74,16.0,357
Reflectivity,P90,-30.0,0,0,0,0.0,357
Reflectivity,mean r>0,16.902000427246094,80,92,78,4.0,357
Reflectivity,max r>0,51.09400177001953,25,72,74,5.0,357
Precipitation,P90,0.0,0,0,0,,357
Precipitation,mean r>0,0.03999999910593033,90,82,78,,357
Precipitation,max r>0,4.270999908447266,65,70,74,,357
W,P90,0.111,60,122,76,10.0,358
W,P10,-0.115,230,122,98,15.0,358
W,mean W>0,0.13699999451637268,120,88,140,8.0,358
W,mean W<0,-0.0989999994635582,225,138,92,9.0,358
Reflectivity,P90,-30.0,0,0,0,0.0,358
Reflectivity,mean r>0,24.150999069213867,150,90,68,6.0,358
Reflectivity,max r>0,58.66400146484375,135,56,56,5.0,358
Precipitation,P90,0.0,105,42,86,,358
Precipitation,mean r>0,1.3220000267028809,230,70,42,,358
Precipitation,max r>0,45.1349983215332,170,56,56,,358
W,P90,0.033,175,20,4,8.0,360
W,P10,-0.033,95,0,48,17.0,360
W,mean W>0,0.026000000536441803,70,96,114,6.0,360
W,mean W<0,-0.024000000208616257,180,62,122,9.0,360
Reflectivity,P90,-30.0,0,0,0,0.0,360
Reflectivity,mean r>0,19.459999084472656,100,86,78,7.0,360
Reflectivity,max r>0,52.104000091552734,30,76,74,5.0,360
Precipitation,P90,0.0,0,0,0,,360
Precipitation,mean r>0,0.14900000393390656,50,68,72,,360
Precipitation,max r>0,11.630000114440918,90,74,74,,360
W,P90,0.033,60,136,64,8.0,361
W,P10,-0.033,110,108,122,13.0,361
W,mean W>0,0.026000000536441803,230,44,124,9.0,361
W,mean W<0,-0.024000000208616257,80,78,88,12.0,361
Reflectivity,P90,-30.0,0,0,0,0.0,361
Reflectivity,mean r>0,19.454999923706055,85,82,74,4.0,361
Reflectivity,max r>0,52.08000183105469,30,76,74,5.0,361
Precipitation,P90,0.0,0,0,0,,361
Precipitation,mean r>0,0.14900000393390656,50,68,72,,361
Precipitation,max r>0,11.61299991607666,90,74,74,,361
W,P90,0.03,70,54,152,5.0,362
W,P10,-0.029,225,16,122,10.0,362
W,mean W>0,0.024000000208616257,135,132,48,10.0,362
W,mean W<0,-0.020999999716877937,105,154,136,11.0,362
Reflectivity,P90,-30.0,0,0,0,0.0,362
Reflectivity,mean r>0,19.740999221801758,50,68,78,9.0,362
Reflectivity,max r>0,55.06100082397461,30,76,76,5.0,362
Precipitation,P90,0.0,0,0,0,,362
Precipitation,mean r>0,0.17499999701976776,30,76,74,,362
Precipitation,max r>0,23.632999420166016,95,76,76,,362
W,P90,0.033,70,52,132,17.0,363
W,P10,-0.032,140,28,34,1.0,363
W,mean W>0,0.026000000536441803,40,98,116,16.0,363
W,mean W<0,-0.024000000208616257,170,70,60,8.0,363
Reflectivity,P90,-30.0,0,0,0,0.0,363
Reflectivity,mean r>0,19.440000534057617,45,76,68,11.0,363
Reflectivity,max r>0,52.15599822998047,30,76,74,5.0,363
Precipitation,P90,0.0,0,0,0,,363
Precipitation,mean r>0,0.14900000393390656,75,80,82,,363
Precipitation,max r>0,11.72700023651123,90,74,74,,363
W,P90,0.044,125,100,10,18.0,364
W,P10,-0.044,90,28,2,11.0,364
W,mean W>0,0.035999998450279236,70,26,142,8.0,364
W,mean W<0,-0.03200000151991844,215,122,144,6.0,364
Reflectivity,P90,-30.0,0,0,0,0.0,364
Reflectivity,mean r>0,20.389999389648438,90,88,82,6.0,364
Reflectivity,max r>0,57.2239990234375,30,74,74,5.0,364
Precipitation,P90,0.0,0,0,0,,364
Precipitation,mean r>0,0.39100000262260437,95,76,70,,364
Precipitation,max r>0,24.05299949645996,100,74,74,,364
W,P90,0.046,120,14,18,16.0,365
W,P10,-0.046,150,96,54,17.0,365
W,mean W>0,0.03999999910593033,135,30,118,1.0,365
W,mean W<0,-0.032999999821186066,140,46,12,14.0,365
Reflectivity,P90,-30.0,0,0,0,0.0,365
Reflectivity,mean r>0,22.53499984741211,85,84,72,6.0,365
Reflectivity,max r>0,60.066001892089844,30,74,74,5.0,365
Precipitation,P90,0.0,90,86,98,,365
Precipitation,mean r>0,0.8960000276565552,125,86,66,,365
Precipitation,max r>0,61.08700180053711,135,74,74,,365
W,P90,0.032,150,66,0,16.0,366
W,P10,-0.031,45,28,96,10.0,366
W,mean W>0,0.02500000037252903,150,34,94,5.0,366
W,mean W<0,-0.023000000044703484,215,38,142,3.0,366
Reflectivity,P90,-30.0,0,0,0,0.0,366
Reflectivity,mean r>0,19.457000732421875,75,80,72,3.0,366
Reflectivity,max r>0,52.191001892089844,30,76,74,5.0,366
Precipitation,P90,0.0,0,0,0,,366
Precipitation,mean r>0,0.14100000262260437,70,76,80,,366
Precipitation,max r>0,11.343000411987305,90,74,74,,366
W,P90,0.036,80,152,122,7.0,367
W,P10,-0.035,160,16,132,12.0,367
W,mean W>0,0.02800000086426735,60,118,142,13.0,367
W,mean W<0,-0.02500000037252903,175,100,138,16.0,367
Reflectivity,P90,-30.0,0,0,0,0.0,367
Reflectivity,mean r>0,19.551000595092773,35,80,72,7.0,367
Reflectivity,max r>0,51.8489990234375,30,76,74,5.0,367
Precipitation,P90,0.0,0,0,0,,367
Precipitation,mean r>0,0.1599999964237213,70,80,82,,367
Precipitation,max r>0,12.128000259399414,90,74,74,,367
W,P90,0.016,165,144,68,12.0,368
W,P10,-0.016,170,8,96,11.0,368
W,mean W>0,0.013000000268220901,220,56,148,7.0,368
W,mean W<0,-0.012000000104308128,115,14,34,19.0,368
Reflectivity,P90,-30.0,0,0,0,0.0,368
Reflectivity,mean r>0,16.99799919128418,70,72,76,7.0,368
Reflectivity,max r>0,48.89899826049805,30,74,74,5.0,368
Precipitation,P90,0.0,0,0,0,,368
Precipitation,mean r>0,0.032999999821186066,35,70,74,,368
Precipitation,max r>0,3.4639999866485596,100,74,74,,368
W,P90,0.042,105,124,30,18.0,369
W,P10,-0.041,145,154,94,10.0,369
W,mean W>0,0.03400000184774399,55,20,108,3.0,369
W,mean W<0,-0.03099999949336052,190,72,126,11.0,369
Reflectivity,P90,-30.0,0,0,0,0.0,369
Reflectivity,mean r>0,21.739999771118164,95,80,76,4.0,369
Reflectivity,max r>0,61.1349983215332,30,76,76,5.0,369
Precipitation,P90,0.0,0,0,0,,369
Precipitation,mean r>0,0.7250000238418579,150,70,72,,369
Precipitation,max r>0,82.23400115966797,110,76,76,,369
W,P90,0.43,105,82,72,18.0,370
W,P10,-0.413,160,106,132,10.0,370
W,mean W>0,0.6110000014305115,105,38,56,10.0,370
W,mean W<0,-0.30300000309944153,195,4,42,19.0,370
Reflectivity,P90,26.625,170,40,68,8.0,370
Reflectivity,mean r>0,29.11199951171875,205,74,94,10.0,370
Reflectivity,max r>0,61.04199981689453,60,72,86,5.0,370
Precipitation,P90,9.523,210,52,96,,370
Precipitation,mean r>0,6.545000076293945,215,14,130,,370
Precipitation,max r>0,147.14100646972656,240,72,86,,370
W,P90,0.427,230,14,90,14.0,371
W,P10,-0.411,240,94,62,3.0,371
W,mean W>0,0.6100000143051147,55,114,90,17.0,371
W,mean W<0,-0.30300000309944153,75,78,52,3.0,371
Reflectivity,P90,26.612,170,66,130,1.0,371
Reflectivity,mean r>0,29.190000534057617,125,98,102,6.0,371
Reflectivity,max r>0,61.03200149536133,60,72,86,5.0,371
Precipitation,P90,9.574,165,106,100,,371
Precipitation,mean r>0,6.5320000648498535,165,56,60,,371
Precipitation,max r>0,145.7530059814453,240,70,84,,371
W,P90,0.453,130,142,94,5.0,372
W,P10,-0.438,225,42,12,14.0,372
W,mean W>0,0.6269999742507935,185,16,132,12.0,372
W,mean W<0,-0.3179999887943268,50,134,34,11.0,372
Reflectivity,P90,27.069,195,80,110,8.0,372
Reflectivity,mean r>0,29.025999069213867,225,28,124,6.0,372
Reflectivity,max r>0,60.104000091552734,220,150,138,5.0,372
Precipitation,P90,10.48,230,62,74,,372
Precipitation,mean r>0,6.813000202178955,240,58,22,,372
Precipitation,max r>0,135.31900024414062,240,72,88,,372
W,P90,0.437,210,100,96,15.0,373
W,P10,-0.428,80,128,82,8.0,373
W,mean W>0,0.6299999952316284,105,54,64,4.0,373
W,mean W<0,-0.31299999356269836,125,54,120,13.0,373
Reflectivity,P90,26.532,230,142,148,0.0,373
Reflectivity,mean r>0,29.42099952697754,235,120,68,9.0,373
Reflectivity,max r>0,60.909000396728516,235,146,150,5.0,373
Precipitation,P90,8.703,130,82,106,,373
Precipitation,mean r>0,6.607999801635742,155,108,86,,373
Precipitation,max r>0,143.64999389648438,240,72,86,,373
W,P90,0.44,140,134,98,4.0,374
W,P10,-0.706,70,56,76,6.0,374
W,mean W>0,0.5059999823570251,60,52,8,16.0,374
W,mean W<0,-0.4230000078678131,185,28,90,4.0,374
Reflectivity,P90,20.159,75,52,40,7.0,374
Reflectivity,mean r>0,24.336999893188477,65,100,64,9.0,374
Reflectivity,max r>0,60.00400161743164,40,70,82,5.0,374
Precipitation,P90,14.4,200,152,8,,374
Precipitation,mean r>0,5.390999794006348,100,14,46,,374
Precipitation,max r>0,74.60800170898438,205,4,142,,374
W,P90,0.507,100,36,126,4.0,375
W,P10,-0.57,135,150,72,4.0,375
W,mean W>0,0.5479999780654907,200,104,102,4.0,375
W,mean W<0,-0.34299999475479126,65,98,56,6.0,375
Reflectivity,P90,23.607,235,64,148,6.0,375
Reflectivity,mean r>0,25.083999633789062,125,42,154,4.0,375
Reflectivity,max r>0,61.32400131225586,135,100,128,2.0,375
Precipitation,P90,16.626,140,78,62,,375
Precipitation,mean r>0,5.422999858856201,90,92,68,,375
Precipitation,max r>0,111.63300323486328,240,80,74,,375
W,P90,0.413,75,98,72,9.0,376
W,P10,-0.4,210,94,104,9.0,376
W,mean W>0,0.5929999947547913,240,144,84,15.0,376
W,mean W<0,-0.29499998688697815,120,84,84,1.0,376
Reflectivity,P90,25.061,175,54,114,1.0,376
Reflectivity,mean r>0,29.06999969482422,215,112,46,3.0,376
Reflectivity,max r>0,60.78499984741211,60,72,86,5.0,376
Precipitation,P90,7.793,220,10,110,,376
Precipitation,mean r>0,6.184999942779541,175,78,28,,376
Precipitation,max r>0,141.0659942626953,240,72,86,,376
W,P90,0.257,135,138,100,2.0,377
W,P10,-0.255,230,14,98,4.0,377
W,mean W>0,0.38199999928474426,235,62,154,8.0,377
W,mean W<0,-0.2029999941587448,205,104,100,17.0,377
Reflectivity,P90,4.63,225,48,122,7.0,377
Reflectivity,mean r>0,27.94300079345703,240,26,4,0.0,377
Reflectivity,max r>0,59.92900085449219,60,68,76,5.0,377
Precipitation,P90,2.433,240,94,130,,377
Precipitation,mean r>0,4.577000141143799,230,124,76,,377
Precipitation,max r>0,110.7239990234375,240,72,82,,377
W,P90,0.548,235,48,122,9.0,378
W,P10,-0.492,75,120,64,15.0,378
W,mean W>0,0.7369999885559082,25,102,60,15.0,378
W,mean W<0,-0.3490000069141388,60,140,104,18.0,378
Reflectivity,P90,32.082,210,134,76,4.0,378
Reflectivity,mean r>0,29.725000381469727,220,42,150,4.0,378
Reflectivity,max r>0,61.10300064086914,195,134,124,4.0,378
Precipitation,P90,17.087,240,20,52,,378
Precipitation,mean r>0,9.095000267028809,225,26,146,,378
Precipitation,max r>0,152.55799865722656,240,66,80,,378
W,P90,0.403,110,84,122,4.0,379
W,P10,-0.502,240,12,154,13.0,379
W,mean W>0,0.414000004529953,180,16,70,7.0,379
W,mean W<0,-0.32100000977516174,95,12,52,15.0,379
Reflectivity,P90,23.84,105,94,4,3.0,379
Reflectivity,mean r>0,23.43400001525879,185,88,132,2.0,379
Reflectivity,max r>0,60.44200134277344,45,64,80,5.0,379
Precipitation,P90,23.012,150,92,28,,379
Precipitation,mean r>0,8.246999740600586,170,60,106,,379
Precipitation,max r>0,114.19000244140625,240,54,146,,379
W,P90,0.032,160,100,38,9.0,380
W,P10,-0.031,85,82,156,8.0,380
W,mean W>0,0.02500000037252903,225,82,8,7.0,380
W,mean W<0,-0.02199999988079071,140,66,24,1.0,380
Reflectivity,P90,-30.0,0,0,0,0.0,380
Reflectivity,mean r>0,21.08799934387207,95,86,74,4.0,380
Reflectivity,max r>0,58.650001525878906,35,74,76,5.0,380
Precipitation,P90,0.0,0,0,0,,380
Precipitation,mean r>0,0.47999998927116394,35,76,74,,380
Precipitation,max r>0,45.47800064086914,90,74,76,,380
W,P90,0.031,55,114,148,14.0,381
W,P10,-0.031,30,102,42,4.0,381
W,mean W>0,0.02500000037252903,155,150,116,8.0,381
W,mean W<0,-0.02199999988079071,55,134,56,13.0,381
Reflectivity,P90,-30.0,0,0,0,0.0,381
Reflectivity,mean r>0,21.018999099731445,115,82,78,5.0,381
Reflectivity,max r>0,58.632999420166016,35,74,76,5.0,381
Precipitation,P90,0.0,0,0,0,,381
Precipitation,mean r>0,0.47099998593330383,80,76,80,,381
Precipitation,max r>0,45.25199890136719,90,74,76,,381
W,P90,0.036,170,20,34,12.0,382
W,P10,-0.036,140,136,112,2.0,382
W,mean W>0,0.027000000700354576,200,12,46,9.0,382
W,mean W<0,-0.02500000037252903,80,14,94,7.0,382
Reflectivity,P90,-30.0,0,0,0,0.0,382
Reflectivity,mean r>0,18.711000442504883,80,94,80,7.0,382
Reflectivity,max r>0,57.31100082397461,30,72,76,3.0,382
Precipitation,P90,0.0,40,82,90,,382
Precipitation,mean r>0,0.35899999737739563,80,86,74,,382
Precipitation,max r>0,37.090999603271484,90,70,76,,382
W,P90,0.031,35,64,54,11.0,383
W,P10,-0.031,95,154,118,9.0,383
W,mean W>0,0.024000000208616257,50,54,120,12.0,383
W,mean W<0,-0.02199999988079071,180,20,156,9.0,383
Reflectivity,P90,-30.0,0,0,0,0.0,383
Reflectivity,mean r>0,21.2450008392334,50,72,80,1.0,383
Reflectivity,max r>0,58.512001037597656,35,76,78,5.0,383
Precipitation,P90,0.0,0,0,0,,383
Precipitation,mean r>0,0.4569999873638153,30,74,76,,383
Precipitation,max r>0,43.946998596191406,90,76,78,,383
W,P90,0.119,45,82,122,3.0,384
W,P10,-0.13,105,30,54,6.0,384
W,mean W>0,0.17800000309944153,90,80,122,9.0,384
W,mean W<0,-0.1120000034570694,70,26,90,10.0,384
Reflectivity,P90,-30.0,0,0,0,0.0,384
Reflectivity,mean r>0,27.177000045776367,220,60,20,0.0,384
Reflectivity,max r>0,59.433998107910156,30,74,76,5.0,384
Precipitation,P90,0.002,155,80,32,,384
Precipitation,mean r>0,1.6619999408721924,230,120,82,,384
Precipitation,max r>0,140.55099487304688,240,74,76,,384
W,P90,0.031,60,126,42,19.0,385
W,P10,-0.031,80,122,14,11.0,385
W,mean W>0,0.024000000208616257,85,18,40,14.0,385
W,mean W<0,-0.02199999988079071,125,80,16,18.0,385
Reflectivity,P90,-30.0,0,0,0,0.0,385
Reflectivity,mean r>0,21.090999603271484,75,78,82,7.0,385
Reflectivity,max r>0,58.58300018310547,35,74,76,5.0,385
Precipitation,P90,0.0,0,0,0,,385
Precipitation,mean r>0,0.4480000138282776,175,68,78,,385
Precipitation,max r>0,44.85200119018555,90,74,76,,385
W,P90,0.033,50,108,10,13.0,386
W,P10,-0.033,65,56,92,7.0,386
W,mean W>0,0.026000000536441803,145,150,40,9.0,386
W,mean W<0,-0.024000000208616257,195,78,30,9.0,386
Reflectivity,P90,-30.0,0,0,0,0.0,386
Reflectivity,mean r>0,20.878999710083008,55,82,68,8.0,386
Reflectivity,max r>0,58.608001708984375,35,74,76,5.0,386
Precipitation,P90,0.0,0,0,0,,386
Precipitation,mean r>0,0.48899999260902405,205,66,80,,386
Precipitation,max r>0,46.03300094604492,90,74,76,,386
W,P90,0.19,120,134,74,3.0,387
W,P10,-0.198,125,100,118,13.0,387
W,mean W>0,0.3240000009536743,185,56,74,16.0,387
W,mean W<0,-0.16899999976158142,105,110,128,13.0,387
Reflectivity,P90,-7.781,170,76,138,0.0,387
Reflectivity,mean r>0,28.406999588012695,230,120,82,8.0,387
Reflectivity,max r>0,60.48099899291992,25,74,76,6.0,387
Precipitation,P90,1.592,225,60,44,,387
Precipitation,mean r>0,5.0879998207092285,225,100,106,,387
Precipitation,max r>0,130.03799438476562,240,74,76,,387
W,P90,0.031,90,52,86,1.0,388
W,P10,-0.031,175,84,16,6.0,388
W,mean W>0,0.02500000037252903,120,110,144,10.0,388
W,mean W<0,-0.02199999988079071,90,64,124,6.0,388
Reflectivity,P90,-30.0,0,0,0,0.0,388
Reflectivity,mean r>0,21.17799949645996,180,68,80,3.0,388
Reflectivity,max r>0,58.672000885009766,35,74,76,5.0,388
Precipitation,P90,0.0,0,0,0,,388
Precipitation,mean r>0,0.46799999475479126,35,76,74,,388
Precipitation,max r>0,45.35599899291992,90,74,76,,388
W,P90,0.529,230,142,26,16.0,389
W,P10,-0.59,85,50,28,6.0,389
W,mean W>0,0.6200000047683716,205,58,130,13.0,389
W,mean W<0,-0.37599998712539673,145,42,38,0.0,389
Reflectivity,P90,26.572,180,80,118,7.0,389
Reflectivity,mean r>0,26.152000427246094,220,110,32,7.0,389
Reflectivity,max r>0,60.8650016784668,160,148,68,5.0,389
Precipitation,P90,17.849,115,88,64,,389
Precipitation,mean r>0,5.359000205993652,185,140,70,,389
Precipitation,max r>0,105.7239990234375,240,50,26,,389
W,P90,0.518,175,38,122,7.0,390
W,P10,-0.626,35,0,144,4.0,390
W,mean W>0,0.48899999260902405,65,124,92,12.0,390
W,mean W<0,-0.40400001406669617,125,152,48,6.0,390
Reflectivity,P90,20.475,190,140,144,6.0,390
Reflectivity,mean r>0,24.503999710083008,145,34,100,6.0,390
Reflectivity,max r>0,61.99800109863281,95,10,108,3.0,390
Precipitation,P90,20.916,160,10,76,,390
Precipitation,mean r>0,6.736000061035156,195,106,140,,390
Precipitation,max r>0,96.75700378417969,240,152,124,,390
W,P90,0.507,160,96,150,2.0,391
W,P10,-0.632,105,120,142,9.0,391
W,mean W>0,0.48899999260902405,95,98,82,4.0,391
W,mean W<0,-0.39800000190734863,205,64,30,1.0,391
Reflectivity,P90,20.01,60,14,4,7.0,391
Reflectivity,mean r>0,24.020000457763672,105,90,62,1.0,391
Reflectivity,max r>0,61.159000396728516,120,26,134,3.0,391
Precipitation,P90,20.018,215,146,154,,391
Precipitation,mean r>0,6.296000003814697,235,108,94,,391
Precipitation,max r>0,87.41999816894531,195,0,140,,391
W,P90,0.423,60,8,32,10.0,392
W,P10,-0.686,60,44,60,6.0,392
W,mean W>0,0.49900001287460327,225,62,154,13.0,392
W,mean W<0,-0.39500001072883606,130,44,146,3.0,392
Reflectivity,P90,23.252,95,120,18,1.0,392
Reflectivity,mean r>0,24.513999938964844,60,96,134,2.0,392
Reflectivity,max r>0,61.44200134277344,110,30,142,4.0,392
Precipitation,P90,23.813,235,104,26,,392
Precipitation,mean r>0,7.979000091552734,95,148,122,,392
Precipitation,max r>0,92.23200225830078,240,72,82,,392
W,P90,0.454,175,28,150,0.0,393
W,P10,-0.671,40,52,132,4.0,393
W,mean W>0,0.46299999952316284,50,96,74,8.0,393
W,mean W<0,-0.3959999978542328,55,126,42,0.0,393
Reflectivity,P90,15.6,85,54,48,6.0,393
Reflectivity,mean r>0,23.551000595092773,80,148,20,4.0,393
Reflectivity,max r>0,62.45100021362305,105,4,0,2.0,393
Precipitation,P90,15.422,150,156,72,,393
Precipitation,mean r>0,5.5320000648498535,210,82,126,,393
Precipitation,max r>0,163.2449951171875,240,4,0,,393
W,P90,0.437,220,78,112,11.0,394
W,P10,-0.446,205,124,38,10.0,394
W,mean W>0,0.625,210,112,66,18.0,394
W,mean W<0,-0.32199999690055847,175,8,32,5.0,394
Reflectivity,P90,24.442,130,122,80,7.0,394
Reflectivity,mean r>0,27.381000518798828,225,84,0,5.0,394
Reflectivity,max r>0,60.36399841308594,55,76,90,5.0,394
Precipitation,P90,13.796,165,76,48,,394
Precipitation,mean r>0,5.732999801635742,230,122,104,,394
Precipitation,max r>0,103.79000091552734,240,116,76,,394
W,P90,0.516,115,118,96,15.0,395
W,P10,-0.573,35,114,84,1.0,395
W,mean W>0,0.47600001096725464,105,78,62,7.0,395
W,mean W<0,-0.38600000739097595,190,100,92,14.0,395
Reflectivity,P90,24.022,150,144,118,7.0,395
Reflectivity,mean r>0,24.774999618530273,55,50,0,6.0,395
Reflectivity,max r>0,61.60599899291992,115,4,136,3.0,395
Precipitation,P90,21.554,225,92,132,,395
Precipitation,mean r>0,6.928999900817871,90,150,154,,395
Precipitation,max r>0,135.6060028076172,240,66,56,,395
W,P90,0.613,155,18,118,9.0,396
W,P10,-0.614,100,144,60,7.0,396
W,mean W>0,0.5630000233650208,140,80,24,2.0,396
W,mean W<0,-0.39800000190734863,105,82,2,17.0,396
Reflectivity,P90,28.692,195,40,102,4.0,396
Reflectivity,mean r>0,25.06100082397461,200,50,64,0.0,396
Reflectivity,max r>0,61.61199951171875,110,14,18,2.0,396
Precipitation,P90,23.518,120,90,66,,396
Precipitation,mean r>0,7.735000133514404,110,22,64,,396
Precipitation,max r>0,126.37799835205078,240,16,70,,396
W,P90,0.495,140,140,18,11.0,397
W,P10,-0.474,130,72,18,4.0,397
W,mean W>0,0.47999998927116394,85,80,6,11.0,397
W,mean W<0,-0.3160000145435333,130,84,46,2.0,397
Reflectivity,P90,24.18,50,90,26,3.0,397
Reflectivity,mean r>0,24.43400001525879,160,50,50,4.0,397
Reflectivity,max r>0,60.6870002746582,135,32,52,4.0,397
Precipitation,P90,19.789,195,24,102,,397
Precipitation,mean r>0,5.547999858856201,95,96,62,,397
Precipitation,max r>0,87.91899871826172,240,28,124,,397
W,P90,0.615,170,130,22,9.0,398
W,P10,-0.641,150,92,58,1.0,398
W,mean W>0,0.6110000014305115,120,54,94,14.0,398
W,mean W<0,-0.39800000190734863,220,144,90,12.0,398
Reflectivity,P90,27.061,145,34,4,7.0,398
Reflectivity,mean r>0,24.81100082397461,100,14,112,6.0,398
Reflectivity,max r>0,61.512001037597656,120,8,118,3.0,398
Precipitation,P90,21.508,185,30,148,,398
Precipitation,mean r>0,7.0920000076293945,165,134,48,,398
Precipitation,max r>0,130.4250030517578,240,144,16,,398
W,P90,0.036,145,146,22,9.0,399
W,P10,-0.036,45,128,70,14.0,399
W,mean W>0,0.02800000086426735,90,16,76,13.0,399
W,mean W<0,-0.02500000037252903,160,2,28,3.0,399
Reflectivity,P90,-30.0,0,0,0,0.0,399
Reflectivity,mean r>0,19.92799949645996,75,90,80,3.0,399
Reflectivity,max r>0,58.172000885009766,25,74,76,5.0,399
Precipitation,P90,0.0,0,0,0,,399
Precipitation,mean r>0,0.4189999997615814,70,86,72,,399
Precipitation,max r>0,31.47599983215332,90,72,76,,399
W,P90,0.337,160,20,150,10.0,400
W,P10,-0.328,90,54,114,5.0,400
W,mean W>0,0.527999997138977,185,114,130,9.0,400
W,mean W<0,-0.25,25,80,108,4.0,400
Reflectivity,P90,21.439,95,72,100,4.0,400
Reflectivity,mean r>0,28.989999771118164,240,110,116,10.0,400
Reflectivity,max r>0,59.52799987792969,55,74,82,5.0,400
Precipitation,P90,4.945,140,72,102,,400
Precipitation,mean r>0,6.64900016784668,225,22,72,,400
