variable,Aggr,value ,Times [min],x [km],y [km],z [km],Experiment
Reflectivity,max r>0,59.49100112915039,35,74,76,5.0,880
Precipitation,P90,1.123,185,80,114,,880
Precipitation,mean r>0,4.4730000495910645,160,54,78,,880
Precipitation,max r>0,131.54100036621094,240,74,76,,880
W,P90,0.189,215,28,100,9.0,881
W,P10,-0.204,220,24,132,18.0,881
W,mean W>0,0.3269999921321869,155,70,86,13.0,881
W,mean W<0,-0.17299999296665192,195,100,22,17.0,881
Reflectivity,P90,-4.492,185,30,94,8.0,881
Reflectivity,mean r>0,28.0049991607666,200,110,112,7.0,881
Reflectivity,max r>0,59.604000091552734,35,74,76,5.0,881
Precipitation,P90,1.016,205,70,12,,881
Precipitation,mean r>0,4.361999988555908,165,48,76,,881
Precipitation,max r>0,134.5540008544922,240,74,76,,881
W,P90,0.287,155,52,16,12.0,882
W,P10,-0.289,85,54,34,9.0,882
W,mean W>0,0.4350000023841858,150,34,34,3.0,882
W,mean W<0,-0.23000000417232513,85,106,106,4.0,882
Reflectivity,P90,7.932,185,76,48,1.0,882
Reflectivity,mean r>0,28.02400016784668,230,44,96,10.0,882
Reflectivity,max r>0,60.17499923706055,70,62,70,5.0,882
Precipitation,P90,3.419,230,54,72,,882
Precipitation,mean r>0,4.813000202178955,240,100,18,,882
Precipitation,max r>0,95.68900299072266,240,96,64,,882
W,P90,0.189,210,48,136,1.0,883
W,P10,-0.202,230,24,124,3.0,883
W,mean W>0,0.32899999618530273,95,66,62,4.0,883
W,mean W<0,-0.17100000381469727,95,80,114,17.0,883
Reflectivity,P90,-3.461,180,96,60,11.0,883
Reflectivity,mean r>0,28.117000579833984,165,104,56,10.0,883
Reflectivity,max r>0,59.6150016784668,35,76,78,5.0,883
Precipitation,P90,1.186,195,128,90,,883
Precipitation,mean r>0,4.486000061035156,230,86,112,,883
Precipitation,max r>0,122.75800323486328,240,76,78,,883
W,P90,0.508,215,24,72,7.0,884
W,P10,-0.506,125,76,100,15.0,884
W,mean W>0,0.5659999847412109,35,106,48,11.0,884
W,mean W<0,-0.3140000104904175,115,64,68,8.0,884
Reflectivity,P90,31.553,235,154,76,2.0,884
Reflectivity,mean r>0,26.39299964904785,100,32,154,0.0,884
Reflectivity,max r>0,60.319000244140625,115,20,28,1.0,884
Precipitation,P90,32.194,215,142,114,,884
Precipitation,mean r>0,12.083000183105469,125,94,18,,884
Precipitation,max r>0,147.7259979248047,240,74,76,,884
W,P90,0.182,65,112,74,10.0,885
W,P10,-0.195,180,130,36,8.0,885
W,mean W>0,0.32899999618530273,165,116,98,9.0,885
W,mean W<0,-0.16599999368190765,215,12,156,10.0,885
Reflectivity,P90,-0.413,110,70,94,3.0,885
Reflectivity,mean r>0,28.509000778198242,210,104,110,6.0,885
Reflectivity,max r>0,59.869998931884766,35,74,76,5.0,885
Precipitation,P90,1.596,205,62,108,,885
Precipitation,mean r>0,5.544000148773193,190,110,100,,885
Precipitation,max r>0,140.54600524902344,240,74,76,,885
W,P90,0.18,35,52,50,11.0,886
W,P10,-0.193,85,64,42,4.0,886
W,mean W>0,0.31200000643730164,190,80,12,4.0,886
W,mean W<0,-0.16500000655651093,55,78,108,6.0,886
Reflectivity,P90,-9.435,205,72,70,12.0,886
Reflectivity,mean r>0,27.974000930786133,140,64,58,5.0,886
Reflectivity,max r>0,59.55799865722656,35,74,76,5.0,886
Precipitation,P90,0.924,225,68,124,,886
Precipitation,mean r>0,4.208000183105469,200,80,42,,886
Precipitation,max r>0,137.04100036621094,240,74,76,,886
W,P90,0.266,210,34,154,0.0,887
W,P10,-0.278,210,108,128,17.0,887
W,mean W>0,0.4480000138282776,175,70,70,6.0,887
W,mean W<0,-0.22200000286102295,50,72,106,1.0,887
Reflectivity,P90,13.874,230,62,12,8.0,887
Reflectivity,mean r>0,29.312999725341797,165,104,82,9.0,887
Reflectivity,max r>0,60.178001403808594,35,74,76,5.0,887
Precipitation,P90,2.73,205,16,78,,887
Precipitation,mean r>0,7.070000171661377,175,70,104,,887
Precipitation,max r>0,156.13299560546875,240,74,76,,887
W,P90,0.223,150,72,68,19.0,888
W,P10,-0.233,150,76,36,11.0,888
W,mean W>0,0.3869999945163727,145,48,82,8.0,888
W,mean W<0,-0.19099999964237213,180,116,44,18.0,888
Reflectivity,P90,9.361,220,48,34,9.0,888
Reflectivity,mean r>0,28.70199966430664,220,130,68,8.0,888
Reflectivity,max r>0,59.689998626708984,35,74,76,5.0,888
Precipitation,P90,2.094,200,88,124,,888
Precipitation,mean r>0,6.020999908447266,155,92,56,,888
Precipitation,max r>0,129.44000244140625,240,74,76,,888
W,P90,0.468,165,78,12,4.0,889
W,P10,-0.886,85,20,36,6.0,889
W,mean W>0,0.5400000214576721,45,12,42,15.0,889
W,mean W<0,-0.4729999899864197,45,36,18,17.0,889
Reflectivity,P90,13.251,185,136,62,8.0,889
Reflectivity,mean r>0,23.128000259399414,190,14,138,1.0,889
Reflectivity,max r>0,62.564998626708984,80,0,154,3.0,889
Precipitation,P90,15.658,125,82,86,,889
Precipitation,mean r>0,5.514999866485596,195,84,40,,889
Precipitation,max r>0,146.47799682617188,240,2,78,,889
W,P90,0.317,175,60,10,14.0,890
W,P10,-0.326,160,86,130,5.0,890
W,mean W>0,0.4959999918937683,80,62,104,4.0,890
W,mean W<0,-0.25200000405311584,190,96,0,4.0,890
Reflectivity,P90,12.928,175,142,30,9.0,890
Reflectivity,mean r>0,28.315000534057617,105,78,46,11.0,890
Reflectivity,max r>0,59.486000061035156,70,66,82,5.0,890
Precipitation,P90,6.032,170,50,36,,890
Precipitation,mean r>0,4.625999927520752,180,86,28,,890
Precipitation,max r>0,90.55400085449219,240,100,62,,890
W,P90,0.302,140,40,48,5.0,891
W,P10,-0.316,225,148,118,12.0,891
W,mean W>0,0.47099998593330383,105,32,76,8.0,891
W,mean W<0,-0.2460000067949295,150,52,102,14.0,891
Reflectivity,P90,9.597,175,136,104,3.0,891
Reflectivity,mean r>0,28.242000579833984,160,40,58,8.0,891
Reflectivity,max r>0,59.93199920654297,30,74,80,5.0,891
Precipitation,P90,5.276,230,20,24,,891
Precipitation,mean r>0,4.381999969482422,155,116,64,,891
Precipitation,max r>0,97.34600067138672,240,70,46,,891
W,P90,0.244,200,14,84,3.0,892
W,P10,-0.252,170,12,76,4.0,892
W,mean W>0,0.3790000081062317,115,112,48,18.0,892
W,mean W<0,-0.19599999487400055,185,12,136,8.0,892
Reflectivity,P90,0.245,200,80,14,9.0,892
Reflectivity,mean r>0,28.051000595092773,235,96,34,8.0,892
Reflectivity,max r>0,58.20500183105469,25,74,78,5.0,892
Precipitation,P90,0.973,225,92,10,,892
Precipitation,mean r>0,3.8610000610351562,220,60,16,,892
Precipitation,max r>0,127.75499725341797,240,78,72,,892
W,P90,0.33,175,92,120,15.0,893
W,P10,-0.334,165,42,118,1.0,893
W,mean W>0,0.4970000088214874,165,58,20,10.0,893
W,mean W<0,-0.25600001215934753,210,62,82,13.0,893
Reflectivity,P90,13.005,105,132,62,7.0,893
Reflectivity,mean r>0,28.11199951171875,180,86,96,4.0,893
Reflectivity,max r>0,60.17300033569336,55,74,84,5.0,893
Precipitation,P90,4.242,215,82,22,,893
Precipitation,mean r>0,4.51200008392334,170,110,118,,893
Precipitation,max r>0,89.1520004272461,240,118,98,,893
W,P90,0.031,145,18,124,13.0,894
W,P10,-0.03,50,102,88,5.0,894
W,mean W>0,0.024000000208616257,60,114,32,12.0,894
W,mean W<0,-0.020999999716877937,30,62,114,4.0,894
Reflectivity,P90,-30.0,0,0,0,0.0,894
Reflectivity,mean r>0,17.597999572753906,105,90,54,6.0,894
Reflectivity,max r>0,56.47600173950195,30,74,80,2.0,894
Precipitation,P90,0.0,160,102,30,,894
Precipitation,mean r>0,0.32899999618530273,60,78,68,,894
Precipitation,max r>0,37.37900161743164,115,74,82,,894
W,P90,0.381,135,126,64,7.0,895
W,P10,-0.384,60,92,156,1.0,895
W,mean W>0,0.3619999885559082,225,76,146,10.0,895
W,mean W<0,-0.24400000274181366,190,30,72,17.0,895
Reflectivity,P90,15.198,60,96,46,5.0,895
Reflectivity,mean r>0,22.523000717163086,210,8,124,1.0,895
Reflectivity,max r>0,60.617000579833984,20,74,80,5.0,895
Precipitation,P90,17.076,220,0,50,,895
Precipitation,mean r>0,4.816999912261963,205,148,108,,895
Precipitation,max r>0,81.072998046875,240,96,52,,895
W,P90,0.422,165,108,96,14.0,896
W,P10,-0.42,200,12,96,5.0,896
W,mean W>0,0.628000020980835,200,112,8,8.0,896
W,mean W<0,-0.3089999854564667,155,124,90,0.0,896
Reflectivity,P90,24.541,145,120,84,1.0,896
Reflectivity,mean r>0,28.488000869750977,235,74,120,12.0,896
Reflectivity,max r>0,59.88100051879883,230,24,4,4.0,896
Precipitation,P90,12.887,185,52,64,,896
Precipitation,mean r>0,5.764999866485596,160,42,62,,896
Precipitation,max r>0,109.01100158691406,240,74,42,,896
W,P90,0.314,95,34,64,10.0,897
W,P10,-0.324,175,88,96,5.0,897
W,mean W>0,0.49900001287460327,205,56,14,18.0,897
W,mean W<0,-0.2529999911785126,195,120,118,8.0,897
Reflectivity,P90,13.093,100,86,82,13.0,897
Reflectivity,mean r>0,28.344999313354492,155,92,14,7.0,897
Reflectivity,max r>0,59.36199951171875,70,66,82,5.0,897
Precipitation,P90,6.229,180,130,66,,897
Precipitation,mean r>0,4.673999786376953,75,90,58,,897
Precipitation,max r>0,92.37999725341797,240,104,58,,897
W,P90,0.319,165,126,96,2.0,898
W,P10,-0.331,180,144,150,8.0,898
W,mean W>0,0.5070000290870667,215,26,156,8.0,898
W,mean W<0,-0.2590000033378601,240,146,58,0.0,898
Reflectivity,P90,15.464,215,46,50,10.0,898
Reflectivity,mean r>0,28.434999465942383,175,142,54,6.0,898
Reflectivity,max r>0,59.57600021362305,25,74,80,5.0,898
Precipitation,P90,6.989,185,104,40,,898
Precipitation,mean r>0,3.9010000228881836,220,58,102,,898
Precipitation,max r>0,100.4280014038086,240,110,58,,898
W,P90,0.041,75,28,118,1.0,899
W,P10,-0.04,195,36,72,12.0,899
W,mean W>0,0.03200000151991844,145,40,154,9.0,899
W,mean W<0,-0.028999999165534973,65,152,32,13.0,899
Reflectivity,P90,-30.0,0,0,0,0.0,899
Reflectivity,mean r>0,19.926000595092773,75,84,80,8.0,899
Reflectivity,max r>0,58.849998474121094,30,74,76,5.0,899
Precipitation,P90,0.0,0,0,0,,899
Precipitation,mean r>0,0.3799999952316284,75,90,78,,899
Precipitation,max r>0,26.41200065612793,95,74,76,,899
W,P90,0.103,235,56,30,13.0,900
W,P10,-0.108,140,6,32,8.0,900
W,mean W>0,0.15000000596046448,40,110,60,3.0,900
W,mean W<0,-0.0949999988079071,45,14,90,8.0,900
Reflectivity,P90,-30.0,0,0,0,0.0,900
Reflectivity,mean r>0,27.01099967956543,220,82,54,10.0,900
Reflectivity,max r>0,59.92499923706055,25,74,76,5.0,900
Precipitation,P90,0.0,235,86,0,,900
Precipitation,mean r>0,1.8350000381469727,140,74,54,,900
Precipitation,max r>0,104.30000305175781,240,60,88,,900
W,P90,0.109,205,64,152,8.0,901
W,P10,-0.113,65,50,52,5.0,901
W,mean W>0,0.1509999930858612,150,72,30,14.0,901
W,mean W<0,-0.0989999994635582,95,78,14,2.0,901
Reflectivity,P90,-30.0,0,0,0,0.0,901
Reflectivity,mean r>0,26.790000915527344,100,88,82,4.0,901
Reflectivity,max r>0,60.11199951171875,25,74,76,5.0,901
Precipitation,P90,0.0,205,60,18,,901
Precipitation,mean r>0,1.7760000228881836,200,100,84,,901
Precipitation,max r>0,81.11799621582031,240,60,82,,901
W,P90,0.065,70,108,152,16.0,902
W,P10,-0.064,110,90,54,1.0,902
W,mean W>0,0.054999999701976776,95,34,54,2.0,902
W,mean W<0,-0.04800000041723251,55,126,154,4.0,902
Reflectivity,P90,-30.0,0,0,0,0.0,902
Reflectivity,mean r>0,21.604999542236328,55,76,78,11.0,902
Reflectivity,max r>0,60.44300079345703,30,76,76,6.0,902
Precipitation,P90,0.0,35,60,78,,902
Precipitation,mean r>0,0.6480000019073486,75,84,78,,902
Precipitation,max r>0,98.82599639892578,135,76,76,,902
W,P90,0.103,220,142,52,16.0,903
W,P10,-0.108,150,88,28,9.0,903
W,mean W>0,0.15000000596046448,95,102,118,10.0,903
W,mean W<0,-0.09600000083446503,185,26,32,9.0,903
Reflectivity,P90,-30.0,0,0,0,0.0,903
Reflectivity,mean r>0,26.941999435424805,220,62,10,0.0,903
Reflectivity,max r>0,59.92900085449219,25,74,76,5.0,903
Precipitation,P90,0.0,200,52,88,,903
Precipitation,mean r>0,1.8229999542236328,235,54,70,,903
Precipitation,max r>0,94.5989990234375,240,62,86,,903
W,P90,0.055,80,124,46,10.0,904
W,P10,-0.054,65,58,72,5.0,904
W,mean W>0,0.04600000008940697,110,84,134,17.0,904
W,mean W<0,-0.039000000804662704,30,100,70,0.0,904
Reflectivity,P90,-30.0,0,0,0,0.0,904
Reflectivity,mean r>0,21.783000946044922,240,70,96,7.0,904
Reflectivity,max r>0,60.0629997253418,30,74,76,5.0,904
Precipitation,P90,0.0,75,70,108,,904
Precipitation,mean r>0,0.652999997138977,75,88,82,,904
Precipitation,max r>0,43.09299850463867,115,72,78,,904
W,P90,0.109,30,54,72,11.0,905
W,P10,-0.113,55,84,26,10.0,905
W,mean W>0,0.16300000250339508,105,60,114,10.0,905
W,mean W<0,-0.10199999809265137,140,122,88,18.0,905
Reflectivity,P90,-30.0,0,0,0,0.0,905
Reflectivity,mean r>0,27.160999298095703,205,108,78,7.0,905
Reflectivity,max r>0,60.013999938964844,25,74,76,5.0,905
Precipitation,P90,0.062,195,78,100,,905
Precipitation,mean r>0,2.0360000133514404,240,116,62,,905
Precipitation,max r>0,74.47599792480469,240,62,84,,905
W,P90,0.096,85,144,104,18.0,906
W,P10,-0.1,175,30,38,15.0,906
W,mean W>0,0.1340000033378601,215,90,128,16.0,906
W,mean W<0,-0.08900000154972076,200,116,132,2.0,906
Reflectivity,P90,-30.0,0,0,0,0.0,906
Reflectivity,mean r>0,26.256999969482422,180,78,80,9.0,906
Reflectivity,max r>0,59.88399887084961,25,74,76,5.0,906
Precipitation,P90,0.0,45,60,76,,906
Precipitation,mean r>0,1.5,130,78,58,,906
Precipitation,max r>0,88.05000305175781,240,60,86,,906
W,P90,0.032,215,16,116,11.0,907
W,P10,-0.032,115,142,8,7.0,907
W,mean W>0,0.02500000037252903,155,96,134,17.0,907
W,mean W<0,-0.02199999988079071,160,114,38,12.0,907
Reflectivity,P90,-30.0,0,0,0,0.0,907
Reflectivity,mean r>0,20.784000396728516,80,76,78,1.0,907
Reflectivity,max r>0,58.0880012512207,30,74,76,5.0,907
Precipitation,P90,0.0,0,0,0,,907
Precipitation,mean r>0,0.43299999833106995,30,74,80,,907
Precipitation,max r>0,29.308000564575195,85,72,76,,907
W,P90,0.109,220,124,112,1.0,908
W,P10,-0.112,225,62,114,4.0,908
W,mean W>0,0.16500000655651093,185,70,36,6.0,908
W,mean W<0,-0.10100000351667404,40,88,30,5.0,908
Reflectivity,P90,-30.0,0,0,0,0.0,908
Reflectivity,mean r>0,27.05500030517578,200,66,96,10.0,908
Reflectivity,max r>0,59.99300003051758,25,74,76,5.0,908
Precipitation,P90,0.008,160,54,60,,908
Precipitation,mean r>0,2.068000078201294,220,90,30,,908
Precipitation,max r>0,92.67900085449219,240,64,86,,908
W,P90,0.027,85,20,8,6.0,909
W,P10,-0.027,25,108,64,12.0,909
W,mean W>0,0.02199999988079071,235,62,60,14.0,909
W,mean W<0,-0.019999999552965164,80,10,18,15.0,909
Reflectivity,P90,-30.0,0,0,0,0.0,909
Reflectivity,mean r>0,22.371000289916992,100,74,74,7.0,909
Reflectivity,max r>0,59.04399871826172,35,76,76,4.0,909
Precipitation,P90,0.0,0,0,0,,909
Precipitation,mean r>0,0.5680000185966492,95,72,80,,909
Precipitation,max r>0,83.47100067138672,120,76,76,,909
W,P90,0.424,100,40,14,6.0,910
W,P10,-0.528,160,2,106,4.0,910
W,mean W>0,0.4819999933242798,125,122,132,1.0,910
W,mean W<0,-0.3179999887943268,215,66,62,11.0,910
Reflectivity,P90,21.387,185,68,112,1.0,910
Reflectivity,mean r>0,24.707000732421875,230,102,114,0.0,910
Reflectivity,max r>0,60.32400131225586,240,28,12,1.0,910
Precipitation,P90,25.12,215,82,114,,910
Precipitation,mean r>0,7.025000095367432,195,62,36,,910
Precipitation,max r>0,138.21200561523438,240,2,8,,910
W,P90,0.443,55,32,36,9.0,911
W,P10,-0.483,95,32,2,4.0,911
W,mean W>0,0.46000000834465027,170,68,8,5.0,911
W,mean W<0,-0.3070000112056732,95,28,80,12.0,911
Reflectivity,P90,21.888,165,100,140,5.0,911
Reflectivity,mean r>0,24.704999923706055,165,86,144,6.0,911
Reflectivity,max r>0,61.207000732421875,95,10,156,2.0,911
Precipitation,P90,25.748,180,50,142,,911
Precipitation,mean r>0,7.181000232696533,205,56,118,,911
Precipitation,max r>0,126.4469985961914,240,8,154,,911
W,P90,0.405,75,108,146,14.0,912
W,P10,-0.501,130,114,42,7.0,912
W,mean W>0,0.4699999988079071,175,96,62,9.0,912
W,mean W<0,-0.3059999942779541,110,58,128,0.0,912
Reflectivity,P90,20.294,195,6,70,0.0,912
Reflectivity,mean r>0,25.11400032043457,145,110,88,2.0,912
Reflectivity,max r>0,61.99300003051758,215,118,66,4.0,912
Precipitation,P90,24.724,200,74,86,,912
Precipitation,mean r>0,7.263000011444092,200,60,124,,912
Precipitation,max r>0,170.3560028076172,240,116,66,,912
W,P90,0.426,80,138,108,3.0,913
W,P10,-0.525,95,64,74,12.0,913
W,mean W>0,0.47999998927116394,140,62,102,11.0,913
W,mean W<0,-0.3109999895095825,70,14,52,13.0,913
Reflectivity,P90,20.739,150,66,144,6.0,913
Reflectivity,mean r>0,23.937999725341797,80,104,156,8.0,913
Reflectivity,max r>0,60.090999603271484,20,72,76,5.0,913
Precipitation,P90,22.649,190,6,128,,913
Precipitation,mean r>0,6.696000099182129,185,38,28,,913
Precipitation,max r>0,144.9759979248047,240,32,154,,913
W,P90,0.491,105,64,82,14.0,914
W,P10,-0.616,70,154,58,15.0,914
W,mean W>0,0.5120000243186951,55,86,106,12.0,914
W,mean W<0,-0.39100000262260437,90,12,46,18.0,914
Reflectivity,P90,25.617,105,34,154,9.0,914
Reflectivity,mean r>0,24.05500030517578,60,46,2,1.0,914
Reflectivity,max r>0,61.69599914550781,120,8,134,2.0,914
Precipitation,P90,26.708,230,64,144,,914
Precipitation,mean r>0,8.531000137329102,175,52,24,,914
Precipitation,max r>0,134.4029998779297,240,152,152,,914
W,P90,0.397,135,16,32,8.0,915
W,P10,-0.501,60,94,28,1.0,915
W,mean W>0,0.4560000002384186,170,16,44,5.0,915
W,mean W<0,-0.3059999942779541,30,118,78,9.0,915
Reflectivity,P90,19.042,50,10,102,6.0,915
Reflectivity,mean r>0,24.672000885009766,165,50,132,7.0,915
Reflectivity,max r>0,61.13199996948242,90,88,156,2.0,915
Precipitation,P90,21.477,230,70,26,,915
Precipitation,mean r>0,6.2769999504089355,225,90,106,,915
Precipitation,max r>0,127.35099792480469,240,98,44,,915
W,P90,0.39,50,108,90,7.0,916
W,P10,-0.479,230,36,18,8.0,916
W,mean W>0,0.44600000977516174,65,102,50,5.0,916
W,mean W<0,-0.2939999997615814,75,20,122,3.0,916
Reflectivity,P90,18.491,75,128,102,0.0,916
Reflectivity,mean r>0,24.36199951171875,85,150,62,8.0,916
Reflectivity,max r>0,60.60499954223633,95,152,142,4.0,916
Precipitation,P90,21.233,235,110,92,,916
Precipitation,mean r>0,5.934000015258789,190,32,100,,916
Precipitation,max r>0,118.32499694824219,240,70,140,,916
W,P90,0.48,235,30,44,3.0,917
W,P10,-0.615,90,74,80,0.0,917
W,mean W>0,0.5299999713897705,185,64,130,2.0,917
W,mean W<0,-0.3709999918937683,120,132,2,10.0,917
Reflectivity,P90,24.546,185,56,150,0.0,917
Reflectivity,mean r>0,25.552000045776367,220,32,58,3.0,917
Reflectivity,max r>0,61.6609992980957,90,134,148,3.0,917
Precipitation,P90,28.539,235,102,90,,917
Precipitation,mean r>0,8.930999755859375,100,138,144,,917
Precipitation,max r>0,152.17599487304688,240,118,64,,917
W,P90,0.284,185,98,52,1.0,918
W,P10,-0.277,75,26,100,8.0,918
W,mean W>0,0.42899999022483826,110,78,46,1.0,918
W,mean W<0,-0.22100000083446503,240,62,138,6.0,918
Reflectivity,P90,9.496,205,100,98,10.0,918
Reflectivity,mean r>0,28.770000457763672,80,80,90,4.0,918
Reflectivity,max r>0,61.0620002746582,240,90,154,4.0,918
Precipitation,P90,5.594,60,60,80,,918
Precipitation,mean r>0,6.5920000076293945,240,108,122,,918
Precipitation,max r>0,111.44400024414062,240,92,80,,918
W,P90,0.57,225,26,102,1.0,919
W,P10,-0.667,50,34,58,7.0,919
W,mean W>0,0.5609999895095825,145,34,140,10.0,919
W,mean W<0,-0.4169999957084656,130,90,28,17.0,919
Reflectivity,P90,27.328,180,72,100,4.0,919
Reflectivity,mean r>0,23.753000259399414,155,84,86,2.0,919
Reflectivity,max r>0,60.78499984741211,85,2,146,2.0,919
Precipitation,P90,27.832,225,136,144,,919
Precipitation,mean r>0,9.357999801635742,110,10,140,,919
Precipitation,max r>0,136.2689971923828,240,56,0,,919
W,P90,0.287,65,48,104,10.0,920
W,P10,-0.289,155,74,138,12.0,920
W,mean W>0,0.4429999887943268,215,104,20,0.0,920
W,mean W<0,-0.22499999403953552,65,60,130,17.0,920
Reflectivity,P90,11.888,220,4,52,2.0,920
Reflectivity,mean r>0,29.30500030517578,235,100,30,6.0,920
Reflectivity,max r>0,58.849998474121094,50,72,82,5.0,920
Precipitation,P90,3.504,165,96,90,,920
Precipitation,mean r>0,5.8429999351501465,230,84,28,,920
Precipitation,max r>0,120.5510025024414,240,76,82,,920
W,P90,0.269,85,94,38,3.0,921
W,P10,-0.273,100,84,120,9.0,921
W,mean W>0,0.4320000112056732,85,76,52,9.0,921
W,mean W<0,-0.21699999272823334,40,96,134,6.0,921
Reflectivity,P90,12.604,220,24,138,2.0,921
Reflectivity,mean r>0,29.08300018310547,165,122,96,6.0,921
Reflectivity,max r>0,59.58700180053711,20,76,78,6.0,921
Precipitation,P90,3.387,225,30,44,,921
Precipitation,mean r>0,5.949999809265137,240,142,52,,921
Precipitation,max r>0,118.28500366210938,240,74,82,,921
W,P90,0.268,55,84,84,17.0,922
W,P10,-0.269,30,102,58,8.0,922
W,mean W>0,0.42399999499320984,170,108,74,14.0,922
W,mean W<0,-0.2160000056028366,40,84,136,6.0,922
Reflectivity,P90,11.3,215,124,60,10.0,922
Reflectivity,mean r>0,29.26799964904785,195,6,86,0.0,922
Reflectivity,max r>0,59.305999755859375,20,76,78,6.0,922
Precipitation,P90,3.426,220,58,30,,922
Precipitation,mean r>0,5.691999912261963,155,62,96,,922
Precipitation,max r>0,116.09100341796875,240,76,76,,922
W,P90,0.266,195,76,82,9.0,923
W,P10,-0.268,40,78,58,6.0,923
W,mean W>0,0.42899999022483826,80,110,102,11.0,923
W,mean W<0,-0.2160000056028366,80,10,108,9.0,923
Reflectivity,P90,11.066,150,76,44,10.0,923
Reflectivity,mean r>0,29.099000930786133,210,46,84,0.0,923
Reflectivity,max r>0,59.645999908447266,20,74,76,6.0,923
Precipitation,P90,2.756,160,58,52,,923
Precipitation,mean r>0,5.908999919891357,220,116,58,,923
Precipitation,max r>0,138.4949951171875,240,68,72,,923
W,P90,0.466,105,98,138,9.0,924
W,P10,-0.629,115,2,156,11.0,924
W,mean W>0,0.5789999961853027,100,68,64,9.0,924
W,mean W<0,-0.3659999966621399,150,74,146,14.0,924
Reflectivity,P90,28.268,235,142,32,0.0,924
Reflectivity,mean r>0,25.86199951171875,125,142,36,4.0,924
Reflectivity,max r>0,60.82699966430664,105,156,88,1.0,924
Precipitation,P90,24.222,135,46,114,,924
Precipitation,mean r>0,8.406999588012695,230,18,136,,924
Precipitation,max r>0,141.94200134277344,240,74,84,,924
W,P90,0.287,175,106,146,11.0,925
W,P10,-0.29,190,58,68,5.0,925
W,mean W>0,0.4449999928474426,210,102,128,1.0,925
W,mean W<0,-0.22599999606609344,195,62,92,17.0,925
Reflectivity,P90,11.788,130,98,58,3.0,925
Reflectivity,mean r>0,29.257999420166016,235,70,94,7.0,925
Reflectivity,max r>0,58.8849983215332,55,72,82,5.0,925
Precipitation,P90,3.561,150,92,60,,925
Precipitation,mean r>0,5.7820000648498535,115,78,64,,925
Precipitation,max r>0,115.23200225830078,240,76,82,,925
W,P90,0.242,35,74,36,11.0,926
W,P10,-0.253,105,66,104,18.0,926
W,mean W>0,0.3880000114440918,35,46,86,12.0,926
W,mean W<0,-0.20499999821186066,80,50,10,4.0,926
Reflectivity,P90,1.46,205,36,94,9.0,926
Reflectivity,mean r>0,29.05500030517578,220,78,24,0.0,926
Reflectivity,max r>0,59.38800048828125,55,72,82,5.0,926
Precipitation,P90,2.292,235,126,48,,926
Precipitation,mean r>0,4.940000057220459,130,86,64,,926
Precipitation,max r>0,121.52100372314453,240,74,84,,926
W,P90,0.205,95,46,68,19.0,927
W,P10,-0.217,185,46,86,9.0,927
W,mean W>0,0.328000009059906,195,46,88,12.0,927
W,mean W<0,-0.1809999942779541,160,2,44,15.0,927
Reflectivity,P90,-14.536,150,122,80,9.0,927
Reflectivity,mean r>0,28.566999435424805,125,98,60,6.0,927
Reflectivity,max r>0,59.15399932861328,20,76,78,5.0,927
Precipitation,P90,1.227,210,18,100,,927
Precipitation,mean r>0,3.9690001010894775,225,28,92,,927
Precipitation,max r>0,126.3479995727539,240,76,82,,927
W,P90,0.244,150,128,32,10.0,928
W,P10,-0.252,65,102,64,13.0,928
W,mean W>0,0.3959999978542328,225,20,136,9.0,928
W,mean W<0,-0.20600000023841858,85,36,132,16.0,928
Reflectivity,P90,5.597,235,70,80,9.0,928
Reflectivity,mean r>0,28.940000534057617,230,68,90,7.0,928
Reflectivity,max r>0,59.145999908447266,50,72,82,5.0,928
Precipitation,P90,2.629,230,28,82,,928
Precipitation,mean r>0,5.10699987411499,225,84,42,,928
Precipitation,max r>0,123.53299713134766,240,74,84,,928
W,P90,0.327,210,112,136,8.0,929
W,P10,-0.335,185,84,154,13.0,929
W,mean W>0,0.5180000066757202,35,62,80,17.0,929
W,mean W<0,-0.2540000081062317,135,28,106,0.0,929
Reflectivity,P90,21.544,160,88,98,12.0,929
Reflectivity,mean r>0,29.280000686645508,215,64,124,4.0,929
Reflectivity,max r>0,59.31700134277344,60,66,76,5.0,929
Precipitation,P90,3.952,200,42,82,,929
Precipitation,mean r>0,7.263999938964844,200,100,90,,929
Precipitation,max r>0,120.8759994506836,240,70,82,,929
W,P90,0.035,90,70,32,16.0,930
W,P10,-0.035,75,140,102,13.0,930
W,mean W>0,0.027000000700354576,55,136,152,14.0,930
W,mean W<0,-0.024000000208616257,130,40,42,6.0,930
Reflectivity,P90,-30.0,0,0,0,0.0,930
Reflectivity,mean r>0,20.322999954223633,85,86,78,5.0,930
Reflectivity,max r>0,57.9739990234375,25,74,76,5.0,930
Precipitation,P90,0.0,0,0,0,,930
Precipitation,mean r>0,0.5090000033378601,30,72,80,,930
Precipitation,max r>0,41.65700149536133,95,72,76,,930
W,P90,0.033,55,128,46,6.0,931
W,P10,-0.033,140,102,122,15.0,931
W,mean W>0,0.02500000037252903,240,38,60,10.0,931
W,mean W<0,-0.02199999988079071,175,18,32,13.0,931
Reflectivity,P90,-30.0,0,0,0,0.0,931
Reflectivity,mean r>0,20.187000274658203,55,88,82,3.0,931
Reflectivity,max r>0,57.52799987792969,25,74,76,5.0,931
Precipitation,P90,0.0,0,0,0,,931
